make,year,fuel,hp,cylinders,transmission,drive ,doors,type,style,hwympg,citympg,mc_performance,mc_high_performance,mc_crossover,mc_exotic,mc_luxury,mc_flex_fuel,mc_hybrid,mc_tuned,msrp
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,27,0,0,0,0,0,0,0,0,27530
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,27,0,0,0,0,0,0,0,0,28820
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,27,0,0,0,0,0,0,0,0,24155
Honda,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,32,21,1,0,0,0,0,0,0,0,34375
Honda,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,21,0,0,0,0,0,0,0,0,30895
Honda,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,32,21,1,0,0,0,0,0,0,0,33175
Honda,2017,regular unleaded,278,6,MANUAL,front wheel drive,2,Midsize,Coupe,28,18,1,0,0,0,0,0,0,0,31175
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,34,26,0,0,0,0,0,0,0,0,27000
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,34,26,0,0,0,0,0,0,0,0,28000
Honda,2017,regular unleaded,189,4,MANUAL,front wheel drive,4,Midsize,Sedan,32,23,0,0,0,0,0,0,0,0,24415
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,34,26,0,0,0,0,0,0,0,0,28995
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,27,0,0,0,0,0,0,0,0,30820
Honda,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,32,21,1,0,0,0,0,0,0,0,31175
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,34,26,0,0,0,0,0,0,0,0,25875
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,27,0,0,0,0,0,0,0,0,26530
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,27,0,0,0,0,0,0,0,0,23155
Honda,2017,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,26,0,0,0,0,0,0,0,0,26215
Honda,2017,regular unleaded,185,4,MANUAL,front wheel drive,4,Midsize,Sedan,32,23,0,0,0,0,0,0,0,0,25730
Honda,2017,regular unleaded,189,4,MANUAL,front wheel drive,4,Midsize,Sedan,32,23,0,0,0,0,0,0,0,0,25415
Honda,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,34,26,0,0,0,0,0,0,0,0,24875
BMW,2014,premium unleaded ,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,23,1,0,0,0,1,0,1,0,61400
BMW,2015,premium unleaded ,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,23,1,0,0,0,1,0,1,0,61900
BMW,2016,premium unleaded ,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,23,1,0,0,0,1,0,1,0,62100
BMW,2013,premium unleaded ,350,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,1,0,0,0,1,0,1,0,84300
BMW,2014,premium unleaded ,350,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,1,0,0,0,1,0,1,0,84300
BMW,2015,premium unleaded ,335,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,1,0,0,0,1,0,1,0,84300
BMW,2010,premium unleaded ,480,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,19,17,1,0,1,0,1,0,1,0,88900
BMW,2011,premium unleaded ,480,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,19,17,1,0,1,0,1,0,1,0,88900
Suzuki,2005,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Sedan,26,21,0,0,0,0,0,0,0,0,17049
Suzuki,2005,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,28,22,0,0,0,0,0,0,0,0,16349
Suzuki,2005,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Wagon,28,22,0,0,0,0,0,0,0,0,15949
Suzuki,2005,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,13449
Suzuki,2005,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Wagon,28,22,0,0,0,0,0,0,0,0,15449
Suzuki,2005,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Wagon,26,21,0,0,0,0,0,0,0,0,17349
Suzuki,2005,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,15649
Suzuki,2005,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,26,21,0,0,0,0,0,0,0,0,16849
Suzuki,2005,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,15149
Suzuki,2005,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,16049
Suzuki,2005,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,26,21,0,0,0,0,0,0,0,0,16549
Suzuki,2005,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Wagon,26,21,0,0,0,0,0,0,0,0,17849
Suzuki,2005,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,14349
Suzuki,2005,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Sedan,26,21,0,0,0,0,0,0,0,0,17549
Suzuki,2006,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Wagon,26,21,0,0,0,0,0,0,0,0,16599
Suzuki,2006,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,28,22,0,0,0,0,0,0,0,0,15499
Suzuki,2006,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,15999
Suzuki,2006,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,14099
Suzuki,2006,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Sedan,26,21,0,0,0,0,0,0,0,0,16099
Suzuki,2006,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Wagon,28,22,0,0,0,0,0,0,0,0,15299
Suzuki,2006,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Wagon,28,22,0,0,0,0,0,0,0,0,14599
Suzuki,2006,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Sedan,26,21,0,0,0,0,0,0,0,0,16999
Suzuki,2006,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Wagon,26,21,0,0,0,0,0,0,0,0,17099
Suzuki,2006,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,14999
Suzuki,2006,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,28,22,0,0,0,0,0,0,0,0,16199
Suzuki,2006,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,15099
Suzuki,2007,regular unleaded,155,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,14299
Suzuki,2007,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Sedan,26,21,0,0,0,0,0,0,0,0,16299
Suzuki,2007,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Compact,Sedan,26,21,0,0,0,0,0,0,0,0,17199
Suzuki,2007,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,15299
Suzuki,2007,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,22,0,0,0,0,0,0,0,0,16199
Oldsmobile,2002,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,18,0,0,0,0,0,0,0,0,22395
Oldsmobile,2002,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,18,0,0,0,0,0,0,0,0,21080
Oldsmobile,2002,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,0,0,0,0,0,0,0,0,19605
Oldsmobile,2002,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,27,18,0,0,0,0,0,0,0,0,21080
Oldsmobile,2002,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,0,0,0,0,0,0,0,0,17805
Oldsmobile,2002,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,30,21,0,0,0,0,0,0,0,0,17805
Oldsmobile,2002,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,30,21,0,0,0,0,0,0,0,0,19855
Oldsmobile,2002,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,27,18,0,0,0,0,0,0,0,0,22145
Oldsmobile,2003,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,27,18,0,0,0,0,0,0,0,0,21585
Oldsmobile,2003,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,30,21,0,0,0,0,0,0,0,0,18085
Oldsmobile,2003,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,18,0,0,0,0,0,0,0,0,21585
Oldsmobile,2003,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,0,0,0,0,0,0,0,0,20035
Oldsmobile,2003,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,18,0,0,0,0,0,0,0,0,22935
Oldsmobile,2003,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,27,18,0,0,0,0,0,0,0,0,22685
Oldsmobile,2003,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,0,0,0,0,0,0,0,0,18085
Oldsmobile,2003,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,30,21,0,0,0,0,0,0,0,0,20035
Oldsmobile,2004,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,18,0,0,0,0,0,0,0,0,23335
Oldsmobile,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,21,0,0,0,0,0,0,0,0,18485
Oldsmobile,2004,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,27,18,0,0,0,0,0,0,0,0,21985
Oldsmobile,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,31,21,0,0,0,0,0,0,0,0,20435
Oldsmobile,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,31,21,0,0,0,0,0,0,0,0,18485
Oldsmobile,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,21,0,0,0,0,0,0,0,0,20435
Oldsmobile,2004,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,27,18,0,0,0,0,0,0,0,0,23085
Oldsmobile,2004,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,18,0,0,0,0,0,0,0,0,21985
Audi,2003,regular unleaded,250,6,MANUAL,all wheel drive,4,Midsize,Wagon,21,14,1,0,1,0,1,0,0,0,39950
Audi,2003,regular unleaded,250,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,20,15,1,0,1,0,1,0,0,0,41000
Audi,2004,regular unleaded,300,8,AUTOMATIC,all wheel drive,4,Midsize,Wagon,19,14,1,0,1,0,1,0,0,0,46950
Audi,2004,regular unleaded,250,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,20,15,1,0,1,0,1,0,0,0,39950
Audi,2004,regular unleaded,250,6,MANUAL,all wheel drive,4,Midsize,Wagon,21,14,1,0,1,0,1,0,0,0,39950
Audi,2005,regular unleaded,250,6,MANUAL,all wheel drive,4,Midsize,Wagon,21,14,1,0,1,0,1,0,0,0,40250
Audi,2005,regular unleaded,300,8,AUTOMATIC,all wheel drive,4,Midsize,Wagon,19,14,1,0,1,0,1,0,0,0,47250
Audi,2005,regular unleaded,250,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,20,15,1,0,1,0,1,0,0,0,40250
Audi,2014,premium unleaded ,220,4,AUTOMATIC,all wheel drive,4,Midsize,Wagon,27,20,0,0,0,0,1,0,0,0,40700
Audi,2014,premium unleaded ,220,4,AUTOMATIC,all wheel drive,4,Midsize,Wagon,27,20,0,0,0,0,1,0,0,0,43300
Audi,2014,premium unleaded ,220,4,AUTOMATIC,all wheel drive,4,Midsize,Wagon,27,20,0,0,0,0,1,0,0,0,49200
Audi,2015,premium unleaded ,220,4,AUTOMATIC,all wheel drive,4,Midsize,Wagon,28,21,0,0,0,0,1,0,0,0,44500
Audi,2015,premium unleaded ,220,4,AUTOMATIC,all wheel drive,4,Midsize,Wagon,28,21,0,0,0,0,1,0,0,0,42400
Audi,2015,premium unleaded ,220,4,AUTOMATIC,all wheel drive,4,Midsize,Wagon,28,21,0,0,0,0,1,0,0,0,49800
Audi,2016,premium unleaded ,220,4,AUTOMATIC,all wheel drive,4,Midsize,Wagon,28,21,0,0,0,0,1,0,0,0,42700
Audi,2016,premium unleaded ,220,4,AUTOMATIC,all wheel drive,4,Midsize,Wagon,28,21,0,0,0,0,1,0,0,0,44800
BMW,2015,premium unleaded ,540,8,AUTOMATIC,all wheel drive,4,Large,Sedan,24,16,1,1,0,0,1,0,0,1,117300
BMW,2016,premium unleaded ,600,8,AUTOMATIC,all wheel drive,4,Large,Sedan,24,15,1,1,0,0,1,0,0,1,122200
BMW,2017,premium unleaded ,600,8,AUTOMATIC,all wheel drive,4,Large,Sedan,24,15,1,1,0,0,1,0,0,1,122500
BMW,2014,premium unleaded ,540,8,AUTOMATIC,all wheel drive,4,Large,Sedan,24,16,1,1,0,0,1,0,0,1,135200
BMW,2014,premium unleaded ,540,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,16,1,1,0,0,1,0,0,1,132200
BMW,2014,premium unleaded ,540,8,AUTOMATIC,all wheel drive,4,Large,Sedan,24,16,1,1,0,0,1,0,0,1,131300
BMW,2014,premium unleaded ,540,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,16,1,1,0,0,1,0,0,1,128300
BMW,2015,premium unleaded ,540,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,16,1,1,0,0,1,0,0,1,132200
BMW,2015,premium unleaded ,540,8,AUTOMATIC,all wheel drive,4,Large,Sedan,24,16,1,1,0,0,1,0,0,1,131300
BMW,2015,premium unleaded ,540,8,AUTOMATIC,all wheel drive,4,Large,Sedan,24,16,1,1,0,0,1,0,0,1,135200
BMW,2015,premium unleaded ,540,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,16,1,1,0,0,1,0,0,1,128300
BMW,2017,premium unleaded ,600,8,AUTOMATIC,all wheel drive,4,Large,Sedan,24,16,1,1,0,0,1,0,0,1,137000
BMW,2003,premium unleaded ,375,8,AUTOMATIC,rear wheel drive,2,Compact,Convertible,19,13,1,1,0,1,1,0,0,1,136900
Nissan,2009,regular unleaded,198,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,35,0,0,0,0,0,0,1,0,26650
Nissan,2010,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,35,0,0,0,0,0,0,1,0,26780
Nissan,2011,regular unleaded,198,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,33,0,0,0,0,0,0,1,0,26800
Nissan,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,27,0,0,0,0,0,0,0,0,22560
Nissan,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,27,0,0,0,0,0,0,0,0,28150
Nissan,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,31950
Nissan,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,27,0,0,0,0,0,0,0,0,22300
Nissan,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,29830
Nissan,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,32350
Nissan,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,26450
Nissan,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,27,0,0,0,0,0,0,0,0,24720
Nissan,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,32090
Nissan,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,27390
Nissan,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,27,0,0,0,0,0,0,0,0,22500
Nissan,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,27,0,0,0,0,0,0,0,0,22900
Nissan,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,37,27,0,0,0,0,0,0,0,0,24470
Nissan,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,27,0,0,0,0,0,0,0,0,25460
Nissan,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,27,0,0,0,0,0,0,0,0,28570
Nissan,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,27990
Nissan,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,32690
Nissan,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,27,0,0,0,0,0,0,0,0,25460
Nissan,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,27,0,0,0,0,0,0,0,0,22500
Nissan,2017,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,32690
Nissan,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,27,0,0,0,0,0,0,0,0,22900
Nissan,2017,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,22,1,0,0,0,0,0,0,0,27990
Nissan,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,37,26,0,0,0,0,0,0,0,0,24470
Nissan,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,27,0,0,0,0,0,0,0,0,28570
Kia,2007,regular unleaded,264,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,17,0,0,0,0,0,0,0,0,25495
Kia,2008,regular unleaded,264,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,17,0,0,0,0,0,0,0,0,25495
Kia,2009,regular unleaded,264,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,17,0,0,0,0,0,0,0,0,26045
Mercedes-Benz,2016,premium unleaded ,503,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,22,16,1,1,0,1,1,0,0,1,129900
Mercedes-Benz,2017,premium unleaded ,503,8,AUTOMATIC,rear wheel drive,2,Compact,Coupe,22,16,1,1,0,1,1,0,0,1,131200
Mercedes-Benz,2017,premium unleaded ,456,8,AUTOMATIC,rear wheel drive,2,Compact,Coupe,22,16,1,1,0,1,1,0,0,1,111200
Nissan,2014,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,13,0,0,0,0,0,1,0,0,37590
Nissan,2014,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,12,0,0,0,0,0,1,0,0,52860
Nissan,2014,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,13,0,0,0,0,0,1,0,0,42680
Nissan,2014,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,12,0,0,0,0,0,1,0,0,45580
Nissan,2014,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,12,0,0,0,0,0,1,0,0,42890
Nissan,2014,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,13,0,0,0,0,0,1,0,0,49960
Nissan,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,13,0,0,0,0,0,0,0,0,50780
Nissan,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,12,0,0,0,0,0,0,0,0,53680
Nissan,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,12,0,0,0,0,0,0,0,0,43810
Nissan,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,12,0,0,0,0,0,0,0,0,46500
Nissan,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,13,0,0,0,0,0,0,0,0,49880
Nissan,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,13,0,0,0,0,0,0,0,0,43600
Nissan,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,13,0,0,0,0,0,0,0,0,38510
Nissan,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,12,0,0,0,0,0,0,0,0,52780
Nissan,2017,regular unleaded,390,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,14,0,0,0,0,0,0,0,0,49650
Nissan,2017,regular unleaded,390,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,14,0,0,0,0,0,0,0,0,57590
Nissan,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,13,0,0,0,0,0,0,0,0,60490
Nissan,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,13,0,0,0,0,0,0,0,0,52550
Nissan,2017,regular unleaded,390,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,14,0,0,0,0,0,0,0,0,44900
Nissan,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,13,0,0,0,0,0,0,0,0,47800
Bentley,2007,premium unleaded ,450,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,15,10,1,0,0,1,1,0,0,0,221990
Bentley,2007,premium unleaded ,500,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,15,10,1,1,0,1,1,0,0,1,242990
Bentley,2007,premium unleaded ,450,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,14,10,1,0,0,1,1,0,0,0,263990
Bentley,2008,premium unleaded ,450,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,15,9,1,0,0,1,1,0,0,0,263990
Bentley,2008,premium unleaded ,500,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,15,10,1,1,0,1,1,0,0,1,242990
Bentley,2008,premium unleaded ,450,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,15,10,1,0,0,1,1,0,0,0,221990
Bentley,2009,premium unleaded ,500,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,14,10,1,1,0,1,1,0,0,1,270990
Bentley,2009,premium unleaded ,450,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,14,10,1,0,0,1,1,0,0,0,224990
Bentley,2009,premium unleaded ,500,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,14,10,1,1,0,1,1,0,0,1,246990
Bentley,2009,premium unleaded ,450,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,15,9,1,0,0,1,1,0,0,0,267990
Chrysler,2007,regular unleaded,235,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,0,0,0,0,0,1,0,0,30935
Chrysler,2007,regular unleaded,235,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,12,0,0,0,0,0,1,0,0,33810
Chrysler,2008,regular unleaded,302,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,14,0,0,0,0,0,0,0,0,32905
Chrysler,2008,regular unleaded,302,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,0,0,0,0,0,0,0,0,35780
Chrysler,2009,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,22,20,0,0,0,0,0,0,1,0,45270
Chrysler,2009,regular unleaded,303,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,13,1,0,0,0,0,0,0,0,37115
Chrysler,2009,regular unleaded,303,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,19,14,1,0,0,0,0,0,0,0,34730
Chevrolet,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Large,Cargo Minivan,21,15,0,0,0,0,0,0,0,0,22050
Chevrolet,2003,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Large,Cargo Minivan,18,14,0,0,0,0,0,0,0,0,24450
Chevrolet,2004,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Large,Cargo Minivan,18,14,0,0,0,0,0,0,0,0,25195
Chevrolet,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Large,Cargo Minivan,19,14,0,0,0,0,0,0,0,0,22695
Chevrolet,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Large,Cargo Minivan,20,15,0,0,0,0,0,0,0,0,22930
Chevrolet,2005,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Large,Cargo Minivan,18,14,0,0,0,0,0,0,0,0,25430
Chevrolet,2003,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Large,Passenger Minivan,16,12,0,0,0,0,0,0,0,0,25690
Chevrolet,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Large,Passenger Minivan,19,14,0,0,0,0,0,0,0,0,23690
Chevrolet,2004,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Large,Passenger Minivan,16,12,0,0,0,0,0,0,0,0,26195
Chevrolet,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Large,Passenger Minivan,19,14,0,0,0,0,0,0,0,0,24195
Chevrolet,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Large,Passenger Minivan,20,14,0,0,0,0,0,0,0,0,24430
Chevrolet,2005,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Large,Passenger Minivan,16,12,0,0,0,0,0,0,0,0,26430
Cadillac,2015,regular unleaded,321,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,28,18,1,1,0,0,1,1,0,0,48165
Cadillac,2015,regular unleaded,321,6,AUTOMATIC,all wheel drive,2,Compact,Coupe,26,18,1,1,0,0,1,1,0,0,50165
Cadillac,2015,premium unleaded ,272,4,AUTOMATIC,rear wheel drive,2,Compact,Coupe,31,21,1,0,0,0,1,0,0,0,37995
