origin_country,year,fuel,hp,cylinders,transmission,drive,doors,style,mc_performance,mc_high_performance,mc_crossover,mc_luxury,mc_flex_fuel,mc_hybrid,mc_tuned,msrp,avgmpg
American,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Car,0,0,0,0,0,0,0,30245,25
American,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Car,0,0,0,0,0,0,0,27995,24.5
American,2017,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,0,0,0,0,34790,20.5
American,2017,premium unleaded ,485,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,0,0,0,1,51145,20
American,2017,premium unleaded ,707,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,0,0,0,1,65945,17.5
American,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Car,0,0,0,0,0,0,0,30245,22.5
American,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Car,1,0,0,0,0,0,0,29995,24.5
American,2017,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,0,0,0,0,39890,20.5
American,2017,premium unleaded ,485,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,0,0,0,0,44995,20
American,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Car,0,0,0,0,0,0,0,31995,22.5
American,2017,premium unleaded ,485,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,0,0,0,0,39995,20
American,2015,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,23515,25
American,2015,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,21955,25
American,2016,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,23515,25
American,2016,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,21955,25
American,2017,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,22405,25
American,2017,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Van,0,0,0,0,0,0,0,23515,25
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,24340,34.5
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,20040,36
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,19990,34.5
Japanese,2015,premium unleaded ,205,4,MANUAL,front wheel drive,4,Car,1,0,0,0,0,0,1,24590,26.5
Japanese,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,1,0,27435,45.5
Japanese,2015,premium unleaded ,205,4,MANUAL,front wheel drive,2,Car,1,0,0,0,0,0,1,23090,26.5
Japanese,2015,regular unleaded,143,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,20390,32
Japanese,2015,premium unleaded ,205,4,MANUAL,front wheel drive,2,Car,1,0,0,0,0,0,1,22890,26.5
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,21190,34.5
Japanese,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,1,0,25935,45.5
Japanese,2015,premium unleaded ,205,4,MANUAL,front wheel drive,2,Car,1,0,0,0,0,0,1,24390,26.5
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,22840,34.5
Japanese,2015,premium unleaded ,205,4,MANUAL,front wheel drive,4,Car,1,0,0,0,0,0,1,23290,26.5
Japanese,2015,natural gas,110,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,26740,32.5
Japanese,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,1,0,26235,45.5
Japanese,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,1,0,24735,45.5
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,19290,34.5
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,21190,33.5
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,24140,33.5
Japanese,2015,regular unleaded,143,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,18290,32
Japanese,2015,regular unleaded,143,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,18490,32
Japanese,2015,premium unleaded ,205,4,MANUAL,front wheel drive,2,Car,1,0,0,0,0,0,1,24590,26.5
Japanese,2015,natural gas,110,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,29390,32.5
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,22640,33.5
Japanese,2015,premium unleaded ,205,4,MANUAL,front wheel drive,4,Car,1,0,0,0,0,0,1,23090,26.5
Japanese,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,19090,34.5
Japanese,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,26125,36
Japanese,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,23425,36
Japanese,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,26500,36.5
Japanese,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,22300,36
Japanese,2016,regular unleaded,158,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,18640,33.5
Japanese,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,22040,36
Japanese,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,22200,36.5
Japanese,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,21040,36
Japanese,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,20850,35.5
Japanese,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,24700,36.5
Japanese,2016,regular unleaded,158,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,19050,32
Japanese,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,19440,36
Japanese,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,23700,36.5
Japanese,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,23200,36.5
Japanese,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,20440,36
Japanese,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,24700,36.5
Japanese,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,19850,35.5
Japanese,2017,regular unleaded,174,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,19700,34.5
Japanese,2017,premium unleaded ,180,4,MANUAL,front wheel drive,4,Car,1,0,0,0,0,0,0,21300,34.5
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,25300,35.5
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,22800,35.5
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,20500,35.5
Japanese,2017,premium unleaded ,180,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,22100,33
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,26600,37
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Car,1,0,0,0,0,0,0,26225,35.5
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,22300,37
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Car,1,0,0,0,0,0,0,23525,35.5
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,23800,37
Japanese,2017,regular unleaded,174,4,MANUAL,front wheel drive,4,Car,1,0,0,0,0,0,0,21500,36.5
Japanese,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,20540,35.5
Japanese,2017,regular unleaded,158,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,18740,34
Japanese,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,20950,34.5
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Car,1,0,0,0,0,0,0,22400,35.5
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,23300,37
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,24800,37
Japanese,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,19540,35.5
Japanese,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,21140,35.5
Japanese,2017,regular unleaded,158,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,19150,33.5
Japanese,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,22140,35.5
Japanese,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,0,0,0,0,19950,34.5
Japanese,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,24800,37
Japanese,2017,regular unleaded,174,4,MANUAL,front wheel drive,2,Car,1,0,0,0,0,0,0,21600,35.5
German,2012,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,211000,15
German,2012,premium unleaded ,510,12,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,158700,15
German,2012,premium unleaded ,429,8,AUTOMATIC,all wheel drive,2,Car,1,1,0,1,0,0,0,114100,19.5
German,2012,premium unleaded ,536,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,151500,18.5
German,2013,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,213200,15
German,2013,premium unleaded ,536,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,153000,18.5
German,2013,premium unleaded ,429,8,AUTOMATIC,all wheel drive,2,Car,1,1,0,1,0,0,0,115300,19.5
German,2013,premium unleaded ,510,12,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,160300,15
German,2014,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,215500,15
German,2014,premium unleaded ,429,8,AUTOMATIC,all wheel drive,2,Car,1,1,0,1,0,0,0,116600,19.5
German,2014,premium unleaded ,510,12,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,162000,15
German,2014,premium unleaded ,536,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,154600,18.5
German,2015,premium unleaded ,208,4,AUTOMATED_MANUAL,front wheel drive,4,Car,0,0,0,1,0,0,0,31500,32
German,2015,premium unleaded ,208,4,AUTOMATED_MANUAL,all wheel drive,4,Car,0,0,0,1,0,0,0,33500,28
German,2015,premium unleaded ,355,4,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,48500,27
German,2016,premium unleaded ,208,4,AUTOMATED_MANUAL,front wheel drive,4,Car,0,0,0,1,0,0,0,32050,32
German,2016,premium unleaded ,375,4,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,49500,27
German,2016,premium unleaded ,208,4,AUTOMATED_MANUAL,all wheel drive,4,Car,0,0,0,1,0,0,0,34050,28.5
German,2017,premium unleaded ,208,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,32400,32
German,2017,premium unleaded ,208,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,34400,27.5
German,2017,premium unleaded ,375,4,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,49950,26.5
Japanese,2001,premium unleaded ,225,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,1,0,0,0,29980,22
Japanese,2001,premium unleaded ,225,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,1,0,0,0,27980,22
Japanese,2002,premium unleaded ,225,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,1,0,0,0,28030,22
Japanese,2002,premium unleaded ,225,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,1,0,0,0,30030,22
Japanese,2003,premium unleaded ,260,6,MANUAL,front wheel drive,2,Car,1,0,0,1,0,0,1,32700,21.5
Japanese,2003,premium unleaded ,260,6,AUTOMATIC,front wheel drive,2,Car,1,0,0,1,0,0,1,30550,22
Japanese,2003,premium unleaded ,225,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,1,0,0,0,30350,22
Japanese,2003,premium unleaded ,225,6,AUTOMATIC,front wheel drive,2,Car,0,0,0,1,0,0,0,28200,22
Japanese,2003,premium unleaded ,260,6,MANUAL,front wheel drive,2,Car,1,0,0,1,0,0,1,30550,21.5
American,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,19505,26.5
American,2005,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,19690,26.5
German,2007,premium unleaded ,268,6,AUTOMATIC,rear wheel drive,2,Car,1,0,0,1,0,0,0,54200,21
German,2007,premium unleaded ,475,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,89200,15
German,2007,premium unleaded ,268,6,AUTOMATIC,rear wheel drive,2,Car,1,0,0,1,0,0,0,46200,21
German,2007,premium unleaded ,382,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,62900,18.5
German,2007,premium unleaded ,382,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,54900,18.5
German,2008,premium unleaded ,268,6,AUTOMATIC,rear wheel drive,2,Car,1,0,0,1,0,0,0,46450,21
German,2008,premium unleaded ,382,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,55150,18.5
German,2008,premium unleaded ,500,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,135000,15.5
German,2008,premium unleaded ,382,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,63200,18
German,2008,premium unleaded ,475,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,89500,15
German,2008,premium unleaded ,268,6,AUTOMATIC,rear wheel drive,2,Car,1,0,0,1,0,0,0,54500,21
German,2009,premium unleaded ,268,6,AUTOMATIC,rear wheel drive,2,Car,1,0,0,1,0,0,0,56100,21
German,2009,premium unleaded ,382,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,64800,18
German,2009,premium unleaded ,382,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,56800,18.5
German,2009,premium unleaded ,268,6,AUTOMATIC,rear wheel drive,2,Car,1,0,0,1,0,0,0,48100,21
German,2015,premium unleaded ,402,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,0,73200,21.5
German,2015,premium unleaded ,577,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,106550,19
German,2015,premium unleaded ,329,6,AUTOMATIC,rear wheel drive,4,Car,1,0,0,1,0,0,0,65990,25
German,2015,premium unleaded ,329,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,68490,24
German,2015,premium unleaded ,402,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,75700,20.5
German,2016,premium unleaded ,329,6,AUTOMATIC,rear wheel drive,4,Car,1,0,0,1,0,0,0,66900,25
German,2016,premium unleaded ,329,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,69400,22.5
German,2016,premium unleaded ,577,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,107800,19
German,2016,premium unleaded ,402,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,76600,21
German,2016,premium unleaded ,402,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,0,74100,21.5
German,2017,premium unleaded ,402,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,0,74850,22
German,2017,premium unleaded ,402,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,77350,21
German,2017,premium unleaded ,577,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,108900,19
American,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,14410,28.5
American,2008,regular unleaded,148,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,15120,28.5
American,2008,premium unleaded ,260,4,MANUAL,front wheel drive,2,Car,1,1,0,0,0,0,1,22335,26
American,2008,regular unleaded,148,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,14410,28.5
American,2008,regular unleaded,173,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,19695,27
American,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,15120,28.5
American,2008,regular unleaded,173,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,19695,27
American,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,16460,30
American,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,15660,30
American,2009,premium unleaded ,260,4,MANUAL,front wheel drive,2,Car,1,1,0,0,0,0,1,23425,26
American,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,15660,30
American,2009,premium unleaded ,260,4,MANUAL,front wheel drive,4,Car,1,0,0,0,0,0,1,23425,26
American,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,14990,31
American,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,14990,31
American,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,16460,30
American,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,15670,31
American,2010,premium unleaded ,260,4,MANUAL,front wheel drive,2,Car,1,1,0,0,0,0,1,24535,26
American,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,14990,31
American,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,16470,31
American,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,Car,0,0,0,0,0,0,0,14990,31
American,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,16470,31
American,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,Car,0,0,0,0,0,0,0,15670,31
American,2012,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Truck,1,0,0,0,0,0,0,28340,17
American,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,29480,20
American,2012,regular unleaded,185,4,MANUAL,four wheel drive,4,Truck,0,0,0,0,0,0,0,23030,21
American,2012,regular unleaded,185,4,MANUAL,four wheel drive,2,Truck,0,0,0,0,0,0,0,20980,21
American,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,30320,18.5
American,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,26160,20
American,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,27490,20
American,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,22955,21.5
American,2012,regular unleaded,185,4,MANUAL,rear wheel drive,4,Truck,0,0,0,0,0,0,0,19730,21.5
American,2012,regular unleaded,185,4,AUTOMATIC,four wheel drive,2,Truck,0,0,0,0,0,0,0,24440,20
American,2012,regular unleaded,185,4,MANUAL,rear wheel drive,2,Truck,0,0,0,0,0,0,0,17475,21.5
American,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,24285,21.5
American,2012,regular unleaded,185,4,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,26620,20
American,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,2,Truck,0,0,0,0,0,0,0,20370,21.5
American,2012,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Truck,1,0,0,0,0,0,0,27010,17
American,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,28460,18.5
American,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,29220,22
American,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,29550,23.5
American,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,25850,22
American,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,28630,22
American,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,27110,23.5
American,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,24330,23.5
American,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,26885,22
American,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,30005,20.5
American,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,34415,20.5
American,2015,regular unleaded,200,4,MANUAL,rear wheel drive,4,Truck,0,0,0,0,0,0,0,21775,22.5
American,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,32085,20.5
American,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,30785,22
American,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,32385,20.5
American,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,34115,20.5
American,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,25170,23.5
American,2015,regular unleaded,200,4,MANUAL,rear wheel drive,4,Truck,0,0,0,0,0,0,0,20120,22.5
American,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,27630,23.5
American,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,29705,20.5
American,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,31555,22
American,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,30665,20.5
American,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,32895,20.5
American,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,35000,20.5
American,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,30365,20.5
American,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,28515,23.5
American,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,33195,20.5
American,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,30030,22
American,2016,regular unleaded,200,4,MANUAL,rear wheel drive,4,Truck,0,0,0,0,0,0,0,20100,22.5
American,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,32440,22
American,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,31670,22
American,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,26510,22
American,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,30435,23.5
American,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,27545,22
American,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,24990,23.5
American,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,35300,20.5
American,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,27920,23.5
American,2016,regular unleaded,200,4,MANUAL,rear wheel drive,4,Truck,0,0,0,0,0,0,0,22435,22.5
American,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,25980,23.5
American,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Truck,0,0,0,0,0,0,0,29440,22
American,2002,regular unleaded,234,6,AUTOMATIC,four wheel drive,4,Car,0,0,0,0,0,0,0,25520,20
American,2002,regular unleaded,200,6,AUTOMATIC,four wheel drive,4,Car,0,0,0,0,0,0,0,22790,22
American,2002,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Car,1,0,0,0,0,0,0,28415,20
American,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,23180,23
American,2003,regular unleaded,234,6,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,25910,21
American,2003,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,28805,21
American,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,23480,23
American,2004,regular unleaded,234,6,AUTOMATIC,front wheel drive,4,Car,0,0,0,0,0,0,0,26210,21
American,2004,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Car,1,0,0,0,0,0,0,29105,21
American,2001,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,39660,19
American,2002,premium unleaded ,275,8,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,39895,19
American,2002,premium unleaded ,275,8,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,38185,19
American,2002,premium unleaded ,275,8,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,38790,19
American,2002,premium unleaded ,275,8,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,39775,19
American,2017,regular unleaded,305,6,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,44560,21.5
American,2017,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,46560,20
American,2017,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,49515,20
